_key,ल्युट्,अनीयर्,ण्वुल्,तुमुन्,तव्य,तृच्,क्त्वा,ल्यप्,क्तवतुँ,क्त,शतृँ,शानच्,शतृ
04.0096,स्नोहनम्,"स्नोहनीयः,स्नोहनीया","स्नोहकः,स्नोहिका","स्नोहितुम्,स्नोग्धुम्,स्नोढुम्","स्नोहितव्यः,स्नोग्धव्यः,स्नोढव्यः,स्नोहितव्या,स्नोग्धव्या,स्नोढव्या","स्नोहिता,स्नोग्धा,स्नोढा,स्नोहित्री,स्नोग्ध्री,स्नोढ्री","स्नोहित्वा,स्नुग्ध्वा,स्नूढ्वा,स्नुहित्वा",प्रस्नुह्य,"स्नुग्धवान्,स्नूढवान्,स्नुग्धवती,स्नूढवती","स्नुग्धः,स्नूढः,स्नुग्धा,स्नूढा","स्नुह्यन्,स्नुह्यन्ती",,
04.0097,स्नेहनम्,"स्नेहनीयः,स्नेहनीया","स्नेहकः,स्नेहिका","स्नेहितुम्,स्नेग्धुम्,स्नेढुम्","स्नेहितव्यः,स्नेग्धव्यः,स्नेढव्यः,स्नेहितव्या,स्नेग्धव्या,स्नेढव्या","स्नेहिता,स्नेग्धा,स्नेढा,स्नेहित्री,स्नेग्ध्री,स्नेढ्री","स्नेहित्वा,स्निग्ध्वा,स्नीढ्वा,स्निहित्वा",प्रस्निह्य,"स्निग्धवान्,स्नीढवान्,स्निग्धवती,स्नीढवती","स्निग्धः,स्नीढः,स्निग्धा,स्नीढा","स्निह्यन्,स्निह्यन्ती",,
04.0098,शमनम्,"शमनीयः,शमनीया","शामकः,शामिका",शमितुम्,"शमितव्यः,शमितव्या","शमिता,शमित्री","शमित्वा,शान्त्वा",प्रशम्य,"शान्तवान्,शान्तवती","शान्तः,शान्ता","शाम्यन्,शाम्यन्ती",,
04.0099,तमनम्,"तमनीयः,तमनीया","तमकः,तमिका",तमितुम्,"तमितव्यः,तमितव्या","तमिता,तमित्री","तमित्वा,तान्त्वा",प्रतम्य,"तान्तवान्,तान्तवती","तान्तः,तान्ता","ताम्यन्,ताम्यन्ती",,
04.0100,दमनम्,"दमनीयः,दमनीया","दमकः,दमिका",दमितुम्,"दमितव्यः,दमितव्या","दमिता,दमित्री","दमित्वा,दान्त्वा",प्रदम्य,"दान्तवान्,दान्तवती","दान्तः,दान्ता","दाम्यन्,दाम्यन्ती",,
04.0101,श्रमणम्,"श्रमणीयः,श्रमणीया","श्रमकः,श्रमिका",श्रमितुम्,"श्रमितव्यः,श्रमितव्या","श्रमिता,श्रमित्री","श्रमित्वा,श्रान्त्वा",प्रश्रम्य,"श्रान्तवान्,श्रान्तवती","श्रान्तः,श्रान्ता","श्राम्यन्,श्राम्यन्ती",,
04.0102,भ्रमणम्,"भ्रमणीयः,भ्रमणीया","भ्रमकः,भ्रमिका",भ्रमितुम्,"भ्रमितव्यः,भ्रमितव्या","भ्रमिता,भ्रमित्री","भ्रमित्वा,भ्रान्त्वा",प्रभ्रम्य,"भ्रान्तवान्,भ्रान्तवती","भ्रान्तः,भ्रान्ता","भ्राम्यन्,भ्रमन्,भ्राम्यन्ती,भ्रमन्ती",,
04.0103,क्षमणम्,"क्षमणीयः,क्षमणीया","क्षमकः,क्षमिका","क्षमितुम्,क्षन्तुम्","क्षमितव्यः,क्षन्तव्यः,क्षमितव्या,क्षन्तव्या","क्षमिता,क्षन्ता,क्षमित्री,क्षन्त्री","क्षमित्वा,क्षान्त्वा",प्रक्षम्य,"क्षान्तवान्,क्षान्तवती","क्षान्तः,क्षान्ता","क्षाम्यन्,क्षाम्यन्ती",,
04.0104,क्लमनम्,"क्लमनीयः,क्लमनीया","क्लमकः,क्लमिका",क्लमितुम्,"क्लमितव्यः,क्लमितव्या","क्लमिता,क्लमित्री","क्लमित्वा,क्लान्त्वा",प्रक्लम्य,"क्लान्तवान्,क्लान्तवती","क्लान्तः,क्लान्ता","क्लाम्यन्,क्लामन्,क्लाम्यन्ती,क्लामन्ती",,
04.0105,मदनम्,"मदनीयः,मदनीया","मादकः,मादिका",मदितुम्,"मदितव्यः,मदितव्या","मदिता,मदित्री",मदित्वा,प्रमद्य,"मत्तवान्,मत्तवती","मत्तः,मत्ता","माद्यन्,माद्यन्ती",,
04.0106,असनम्,"असनीयः,असनीया","आसकः,आसिका",असितुम्,"असितव्यः,असितव्या","असिता,असित्री","असित्वा,अस्त्वा",प्रास्य,"अस्तवान्,असितवान्,अस्तवती,असितवती","अस्तः,असितः,अस्ता,असिता","अस्यन्,अस्यन्ती",,
04.0107,यसनम्,"यसनीयः,यसनीया","यासकः,यासिका",यसितुम्,"यसितव्यः,यसितव्या","यसिता,यसित्री","यसित्वा,यस्त्वा",प्रयस्य,"यस्तवान्,यस्तवती","यस्तः,यस्ता","यस्यन्,यसन्,यस्यन्ती,यसन्ती",,
04.0108,जसनम्,"जसनीयः,जसनीया","जासकः,जासिका",जसितुम्,"जसितव्यः,जसितव्या","जसिता,जसित्री","जसित्वा,जस्त्वा",प्रजस्य,"जस्तवान्,जस्तवती","जस्तः,जस्ता","जस्यन्,जस्यन्ती",,
04.0109,तसनम्,"तसनीयः,तसनीया","तासकः,तासिका",तसितुम्,"तसितव्यः,तसितव्या","तसिता,तसित्री","तसित्वा,तस्त्वा",प्रतस्य,"तस्तवान्,तस्तवती","तस्तः,तस्ता","तस्यन्,तस्यन्ती",,
04.0110,दसनम्,"दसनीयः,दसनीया","दासकः,दासिका",दसितुम्,"दसितव्यः,दसितव्या","दसिता,दसित्री","दसित्वा,दस्त्वा",प्रदस्य,"दस्तवान्,दस्तवती","दस्तः,दस्ता","दस्यन्,दस्यन्ती",,
04.0111,वसनम्,"वसनीयः,वसनीया","वासकः,वासिका",वसितुम्,"वसितव्यः,वसितव्या","वसिता,वसित्री","वसित्वा,वस्त्वा",प्रवस्य,"वस्तवान्,वस्तवती","वस्तः,वस्ता","वस्यन्,वस्यन्ती",,
04.0112,बसनम्,"बसनीयः,बसनीया","बासकः,बासिका",बसितुम्,"बसितव्यः,बसितव्या","बसिता,बसित्री","बसित्वा,बस्त्वा",प्रबस्य,"बस्तवान्,बस्तवती","बस्तः,बस्ता","बस्यन्,बस्यन्ती",,
04.0114,व्योषणम्,"व्योषणीयः,व्योषणीया","व्योषकः,व्योषिका",व्योषितुम्,"व्योषितव्यः,व्योषितव्या","व्योषिता,व्योषित्री","व्योषित्वा,व्युषित्वा",प्रव्युष्य,"व्युषितवान्,व्युषितवती","व्युषितः,व्युषिता","व्युष्यन्,व्युष्यन्ती",,
04.0115,व्योसनम्,"व्योसनीयः,व्योसनीया","व्योसकः,व्योसिका",व्योसयितुम्,"व्योसयितव्यः,व्योसयितव्या","व्योसयिता,व्योसयित्री",व्योसयित्वा,प्रव्योस्य,"व्योसितवान्,व्योसितवती","व्योसितः,व्योसिता","व्योसयन्,व्योसयन्ती","व्योसयमानः,व्योसयमाना",
04.0116,ब्योसनम्,"ब्योसनीयः,ब्योसनीया","ब्योसकः,ब्योसिका",ब्योसितुम्,"ब्योसितव्यः,ब्योसितव्या","ब्योसिता,ब्योसित्री","ब्योसित्वा,ब्युसित्वा",प्रब्युस्य,"ब्युसितवान्,ब्युसितवती","ब्युसितः,ब्युसिता","ब्युस्यन्,ब्युस्यन्ती",,
04.0117,बोसनम्,"बोसनीयः,बोसनीया","बोसकः,बोसिका",बोसितुम्,"बोसितव्यः,बोसितव्या","बोसिता,बोसित्री","बोसित्वा,बुसित्वा",प्रबुस्य,"बुसितवान्,बुसितवती","बुसितः,बुसिता","बुस्यन्,बुस्यन्ती",,
04.0118,वोसनम्,"वोसनीयः,वोसनीया","वोसकः,वोसिका",वोसितुम्,"वोसितव्यः,वोसितव्या","वोसिता,वोसित्री","वोसित्वा,वुसित्वा",प्रवुस्य,"वुसितवान्,वुसितवती","वुसितः,वुसिता","वुस्यन्,वुस्यन्ती",,
04.0119,प्योषणम्,"प्योषणीयः,प्योषणीया","प्योषकः,प्योषिका",प्योषितुम्,"प्योषितव्यः,प्योषितव्या","प्योषिता,प्योषित्री","प्योषित्वा,प्युषित्वा",प्रप्युष्य,"प्युषितवान्,प्युषितवती","प्युषितः,प्युषिता","प्युष्यन्,प्युष्यन्ती",,
04.0120,प्योसनम्,"प्योसनीयः,प्योसनीया","प्योसकः,प्योसिका",प्योसितुम्,"प्योसितव्यः,प्योसितव्या","प्योसिता,प्योसित्री","प्योसित्वा,प्युसित्वा",प्रप्युस्य,"प्युसितवान्,प्युसितवती","प्युसितः,प्युसिता","प्युस्यन्,प्युस्यन्ती",,
04.0122,प्लोषणम्,"प्लोषणीयः,प्लोषणीया","प्लोषकः,प्लोषिका",प्लोषितुम्,"प्लोषितव्यः,प्लोषितव्या","प्लोषिता,प्लोषित्री","प्लोषित्वा,प्लुषित्वा",प्रप्लुष्य,"प्लुषितवान्,प्लुषितवती","प्लुषितः,प्लुषिता","प्लुष्यन्,प्लुष्यन्ती",,
04.0123,वेसनम्,"वेसनीयः,वेसनीया","वेसकः,वेसिका",वेसितुम्,"वेसितव्यः,वेसितव्या","वेसिता,वेसित्री","वेसित्वा,विसित्वा",प्रविस्य,"विसितवान्,विसितवती","विसितः,विसिता","विस्यन्,विस्यन्ती",,
04.0125,कोसनम्,"कोसनीयः,कोसनीया","कोसकः,कोसिका",कोसितुम्,"कोसितव्यः,कोसितव्या","कोसिता,कोसित्री","कोसित्वा,कुसित्वा",प्रकुस्य,"कुसितवान्,कुसितवती","कुसितः,कुसिता","कुस्यन्,कुस्यन्ती",,
04.0126,कोशनम्,"कोशनीयः,कोशनीया","कोशकः,कोशिका",कोशितुम्,"कोशितव्यः,कोशितव्या","कोशिता,कोशित्री","कोशित्वा,कुशित्वा",प्रकुश्य,"कुशितवान्,कुशितवती","कुशितः,कुशिता","कुश्यन्,कुश्यन्ती",,
10.0294,कुंसनम्,"कुंसनीयः,कुंसनीया","कुंसकः,कुंसिका",कुंसितुम्,"कुंसितव्यः,कुंसितव्या","कुंसिता,क्व्ंसित्री",कुंसित्वा,प्रकुस्य,"कुसितवान्,कुसितवती","कुसितः,कुसिता","कुस्यन्,कुस्यन्ती",,
10.0296,कुंशनम्,"कुंशनीयः,कुंशनीया","कुंशकः,कुंशिका",कुंशितुम्,"कुंशितव्यः,कुंशितव्या","कुंशिता,क्व्ंशित्री",कुंशित्वा,प्रकुश्य,"कुशितवान्,कुशितवती","कुशितः,कुशिता","कुश्यन्,कुश्यन्ती",,
04.0130,मोसनम्,"मोसनीयः,मोसनीया","मोसकः,मोसिका",मोसितुम्,"मोसितव्यः,मोसितव्या","मोसिता,मोसित्री","मोसित्वा,मुसित्वा",प्रमुस्य,"मुसितवान्,मुसितवती","मुसितः,मुसिता","मुस्यन्,मुस्यन्ती",,
04.0131,मसनम्,"मसनीयः,मसनीया","मासकः,मासिका",मसितुम्,"मसितव्यः,मसितव्या","मसिता,मसित्री",मसित्वा,प्रमस्य,"मस्तवान्,मस्तवती","मस्तः,मस्ता","मस्यन्,मस्यन्ती",,
04.0132,समनम्,"समनीयः,समनीया","सामकः,सामिका",समितुम्,"समितव्यः,समितव्या","समिता,समित्री",समित्वा,प्रसम्य,"सान्तवान्,सान्तवती","सान्तः,सान्ता","सम्यन्,सम्यन्ती",,
04.0133,लोटनम्,"लोटनीयः,लोटनीया","लोटकः,लोटिका",लोटितुम्,"लोटितव्यः,लोटितव्या","लोटिता,लोटित्री","लोटित्वा,लुटित्वा",प्रलुट्य,"लुटितवान्,लुटितवती","लुटितः,लुटिता","लुट्यन्,लुट्यन्ती",,
04.0134,लोठनम्,"लोठनीयः,लोठनीया","लोठकः,लोठिका",लोठितुम्,"लोठितव्यः,लोठितव्या","लोठिता,लोठित्री","लोठित्वा,लुठित्वा",प्रलुठ्य,"लुठितवान्,लुठितवती","लुठितः,लुठिता","लुठ्यन्,लुठ्यन्ती",,
04.0135,ओचनम्,"ओचनीयः,ओचनीया","ओचकः,ओचिका",ओचितुम्,"ओचितव्यः,ओचितव्या","ओचिता,ओचित्री",ओचित्वा,प्र उच्य,"उचितवान्,उचितवती","उचितः,उचिता","उच्यन्,उच्यन्ती",,
04.0136,भर्शनम्,"भर्शनीयः,भर्शनीया","भर्शकः,भर्शिका",भर्शितुम्,"भर्शितव्यः,भर्शितव्या","भर्शिता,भर्शित्री","भर्शित्वा,भृष्ट्वा",प्रभृश्य,"भृष्टवान्,भृष्टवती","भृष्टः,भृष्टा","भृश्यन्,भृश्यन्ती",,
10.0318,भृंशनम्,"भृंशनीयः,भृंशनीया","भृंशकः,भृंशिका",भृंशितुम्,"भृंशितव्यः,भृंशितव्या","भृंशिता,भ्र्ंशित्री","भृंशित्वा,भृष्ट्वा",प्रभृश्य,"भृष्टवान्,भृष्टवती","भृष्टः,भृष्टा","भृश्यन्,भृश्यन्ती",,
04.0138,भ्रंशनम्,"भ्रंशनीयः,भ्रंशनीया","भ्रंशकः,भ्रंशिका",भ्रंशितुम्,"भ्रंशितव्यः,भ्रंशितव्या","भ्रंशिता,भ्रंशित्री","भ्रंशित्वा,भ्रष्ट्वा",प्रभ्रश्य,"भ्रष्टवान्,भ्रष्टवती","भ्रष्टः,भ्रष्टा","भ्रश्यन्,भ्रश्यन्ती",,
04.0139,वर्शनम्,"वर्शनीयः,वर्शनीया","वर्शकः,वर्शिका",वर्शितुम्,"वर्शितव्यः,वर्शितव्या","वर्शिता,वर्शित्री",वर्शित्वा,प्रवृश्य,"वृशितवान्,वृशितवती","वृशितः,वृशिता","वृश्यन्,वृश्यन्ती",,
04.0140,कर्शनम्,"कर्शनीयः,कर्शनीया","कर्शकः,कर्शिका",कर्शितुम्,"कर्शितव्यः,कर्शितव्या","कर्शिता,कर्शित्री","कर्शित्वा,कृशित्वा",प्रकृश्य,"कृशितवान्,कृशितवती","कृशः,कृशा","कृश्यन्,कृश्यन्ती",,
04.0141,तर्षणम्,"तर्षणीयः,तर्षणीया","तर्षकः,तर्षिका",तर्षितुम्,"तर्षितव्यः,तर्षितव्या","तर्षिता,तर्षित्री",तर्षित्वा,प्रतृष्य,"तृषितवान्,तृषितवती","तृषितः,तृषिता","तृष्यन्,तृष्यन्ती",,
04.0142,हर्षणम्,"हर्षणीयः,हर्षणीया","हर्षकः,हर्षिका",हर्षितुम्,"हर्षितव्यः,हर्षितव्या","हर्षिता,हर्षित्री",हर्षित्वा,प्रहृष्य,"हृषितवान्,हृष्टवान्,हृषितवती,हृष्टवती","हृषितः,हृष्टः,हृषिता,हृष्टा","हृष्यन्,हृष्यन्ती",,
04.0143,रोषणम्,"रोषणीयः,रोषणीया","रोषकः,रोषिका","रोषितुम्,रोष्टुम्","रोषितव्यः,रोष्टव्यः,रोषितव्या,रोष्टव्या","रोषिता,रोष्टा,रोषित्री,रोष्ट्री","रोषित्वा,रुष्ट्वा,रुषित्वा",प्ररुष्य,"रुष्टवान्,रुष्टवती","रुष्टः,रुष्टा","रुष्यन्,रुष्यन्ती",,
04.0144,रेषणम्,"रेषणीयः,रेषणीया","रेषकः,रेषिका","रेषितुम्,रेष्टुम्","रेषितव्यः,रेष्टव्यः,रेषितव्या,रेष्टव्या","रेषिता,रेष्टा,रेषित्री,रेष्ट्री","रेषित्वा,रिष्ट्वा,रिषित्वा",प्ररिष्य,"रिष्टवान्,रिष्टवती","रिष्टः,रिष्टा","रिष्यन्,रिष्यन्ती",,
04.0145,डेपनम्,"डेपनीयः,डेपनीया","डेपकः,डेपिका",डेपितुम्,"डेपितव्यः,डेपितव्या","डेपिता,डेपित्री","डेपित्वा,डिपित्वा",प्रडिप्य,"डिपितवान्,डिपितवती","डिपितः,डिपिता","डिप्यन्,डिप्यन्ती",,
04.0146,कोपनम्,"कोपनीयः,कोपनीया","कोपकः,कोपिका",कोपितुम्,"कोपितव्यः,कोपितव्या","कोपिता,कोपित्री","कोपित्वा,कुपित्वा",प्रकुप्य,"कुपितवान्,कुपितवती","कुपितः,कुपिता","कुप्यन्,कुप्यन्ती",,
04.0147,गोपनम्,"गोपनीयः,गोपनीया","गोपकः,गोपिका",गोपितुम्,"गोपितव्यः,गोपितव्या","गोपिता,गोपित्री","गोपित्वा,गुपित्वा",प्रगुप्य,"गुपितवान्,गुपितवती","गुपितः,गुपिता","गुप्यन्,गुप्यन्ती",,
04.0148,योपनम्,"योपनीयः,योपनीया","योपकः,योपिका",योपितुम्,"योपितव्यः,योपितव्या","योपिता,योपित्री","योपित्वा,युपित्वा",प्रयुप्य,"युपितवान्,युपितवती","युपितः,युपिता","युप्यन्,युप्यन्ती",,
04.0149,रोपणम्,"रोपणीयः,रोपणीया","रोपकः,रोपिका",रोपितुम्,"रोपितव्यः,रोपितव्या","रोपिता,रोपित्री","रोपित्वा,रुपित्वा",प्ररुप्य,"रुपितवान्,रुपितवती","रुपितः,रुपिता","रुप्यन्,रुप्यन्ती",,
04.0150,लोपनम्,"लोपनीयः,लोपनीया","लोपकः,लोपिका",लोपितुम्,"लोपितव्यः,लोपितव्या","लोपिता,लोपित्री","लोपित्वा,लुपित्वा",प्रलुप्य,"लुपितवान्,लुपितवती","लुपितः,लुपिता","लुप्यन्,लुप्यन्ती",,
04.0151,स्तोपनम्,"स्तोपनीयः,स्तोपनीया","स्तोपकः,स्तोपिका",स्तोपितुम्,"स्तोपितव्यः,स्तोपितव्या","स्तोपिता,स्तोपित्री","स्तोपित्वा,स्तुपित्वा",प्रस्तुप्य,"स्तुपितवान्,स्तुपितवती","स्तुपितः,स्तुपिता","स्तुप्यन्,स्तुप्यन्ती",,
04.0152,स्तूपनम्,"स्तूपनीयः,स्तूपनीया","स्तूपकः,स्तूपिका",स्तूपितुम्,"स्तूपितव्यः,स्तूपितव्या","स्तूपिता,स्तूपित्री",स्तूपित्वा,प्रस्तूप्य,"स्तूपितवान्,स्तूपितवती","स्तूपितः,स्तूपिता","स्तूप्यन्,स्तूप्यन्ती",,
04.0153,लोभनम्,"लोभनीयः,लोभनीया","लोभकः,लोभिका","लोभितुम्,लोब्धुम्","लोभितव्यः,लोब्धव्यः,लोभितव्या,लोब्धव्या","लोभिता,लोब्धा,लोभित्री,लोब्ध्री","लोभित्वा,लुभित्वा",प्रलुभ्य,"लुब्धवान्,लुब्धवती","लुब्धः,लुब्धा","लुभन्,लुभन्ती",,
04.0154,क्षोभणम्,"क्षोभणीयः,क्षोभणीया","क्षोभकः,क्षोभिका",क्षोभितुम्,"क्षोभितव्यः,क्षोभितव्या","क्षोभिता,क्षोभित्री","क्षोभित्वा,क्षुभित्वा",प्रक्षुभ्य,"क्षुभितवान्,क्षुब्धवान्,क्षुभितवती,क्षुब्धवती","क्षुभितः,क्षुब्धः,क्षुभिता,क्षुब्धा","क्षुभ्यन्,क्षुभ्यन्ती",,
04.0155,नभनम्,"नभनीयः,नभनीया","नाभकः,नाभिका",नभितुम्,"नभितव्यः,नभितव्या","नभिता,नभित्री",नभित्वा,प्रणभ्य,"नभितवान्,नभितवती","नभितः,नभिता","नभ्यन्,नभ्यन्ती",,
04.0156,तोभनम्,"तोभनीयः,तोभनीया","तोभकः,तोभिका",तोभितुम्,"तोभितव्यः,तोभितव्या","तोभिता,तोभित्री","तोभित्वा,तुभित्वा",प्रतुभ्य,"तुभितवान्,तुभितवती","तुभितः,तुभिता","तुभ्यन्,तुभ्यन्ती",,
04.0157,क्लेदनम्,"क्लेदनीयः,क्लेदनीया","क्लेदकः,क्लेदिका","क्लेदितुम्,क्लेत्तुम्","क्लेदितव्यः,क्लेत्तव्यः,क्लेदितव्या,क्लेत्तव्या","क्लेदिता,क्लेत्ता,क्लेदित्री,क्लेत्त्री","क्लेदित्वा,क्लित्त्वा,क्लिदित्वा",प्रक्लिद्य,"क्लिन्नवान्,क्लिन्नवती","क्लिन्नः,क्लिन्ना","क्लिद्यन्,क्लिद्यन्ती",,
04.0158,मेदनम्,"मेदनीयः,मेदनीया","मेदकः,मेदिका",मेदितुम्,"मेदितव्यः,मेदितव्या","मेदिता,मेदित्री","मेदित्वा,मिदित्वा",प्रमिद्य,"मिन्नवान्,मेदितवान्,मिन्नवती,मेदितवती","मिन्नः,मेदितः,मिन्ना,मेदिता","मेद्यन्,मेद्यन्ती",,
04.0159,क्ष्वेदनम्,"क्ष्वेदनीयः,क्ष्वेदनीया","क्ष्वेदकः,क्ष्वेदिका",क्ष्वेदितुम्,"क्ष्वेदितव्यः,क्ष्वेदितव्या","क्ष्वेदिता,क्ष्वेदित्री","क्ष्वेदित्वा,क्ष्विदित्वा",प्रक्ष्विद्य,"क्ष्विण्णवान्,क्ष्वेदितवान्,क्ष्विण्णवती,क्ष्वेदितवती","क्ष्विण्णः,क्ष्वेदितः,क्ष्विण्णा,क्ष्वेदिता","क्ष्विद्यन्,क्ष्विद्यन्ती",,
04.0160,अर्धनम्,"अर्धनीयः,अर्धनीया","अर्धकः,अर्धिका",अर्धितुम्,"अर्धितव्यः,अर्धितव्या","अर्धिता,अर्धित्री","अर्धित्वा,ऋद्ध्वा",प्रार्ध्य,"ऋद्धवान्,ऋद्धवती","ऋद्धः,ऋद्धा","ऋध्नुवन्,ऋध्नुवती",,
04.0161,गर्धनम्,"गर्धनीयः,गर्धनीया","गर्धकः,गर्धिका",गर्धितुम्,"गर्धितव्यः,गर्धितव्या","गर्धिता,गर्धित्री","गर्धित्वा,गृद्ध्वा",प्रगृध्य,"गृद्धवान्,गृद्धवती","गृद्धः,गृद्धा","गृध्यन्,गृध्यन्ती",,
05.0001,सवनम्,"सवनीयः,सवनीया","सावकः,साविका",सोतुम्,"सोतव्यः,सोतव्या","सोता,सोत्री",सुत्वा,प्रसुत्य,"सुतवान्,सुतवती","सुतः,सुता","सुन्वन्,सुन्वती","सुन्वानः,सुन्वाना",
05.0002,सयनम्,"सयनीयः,सयनीया","सायकः,सायिका",सेतुम्,"सेतव्यः,सेतव्या","सेता,सेत्री",सित्वा,प्रसित्य,"सितवान्,सिनवान्,सितवती,सिनवती","सितः,सिनः,सिता,सिना","सिन्वन्,सिन्वती","सिन्वानः,सिन्वाना",
05.0003,शयनम्,"शयनीयः,शयनीया","शायकः,शायिका",शेतुम्,"शेतव्यः,शेतव्या","शेता,शेत्री",शित्वा,प्रशित्य,"शितवान्,शितवती","शितः,शिता","शिन्वन्,शिन्वती","शिन्वानः,शिन्वाना",
05.0004,मानम्,"मानीयः,मानीया","मायकः,मायिका",मातुम्,"मातव्यः,मातव्या","माता,मात्री",मित्वा,प्रमाय,"मितवान्,मितवती","मितः,मिता","मिन्वन्,मिन्वती","मिन्वानः,मिन्वाना",
05.0005,चयनम्,"चयनीयः,चयनीया","चायकः,चायिका",चेतुम्,"चेतव्यः,चेतव्या","चेता,चेत्री",चित्वा,प्रचित्य,"चितवान्,चितवती","चितः,चिता","चिन्वन्,चिन्वती","चिन्वानः,चिन्वाना",
05.0006,स्तरणम्,"स्तरणीयः,स्तरणीया","स्तारकः,स्तारिका",स्तर्तुम्,"स्तर्तव्यः,स्तर्तव्या","स्तर्ता,स्तर्त्री",स्तृत्वा,प्रस्तृत्य,"स्तृतवान्,स्तृतवती","स्तृतः,स्तृता","स्तृण्वन्,स्तृण्वती","स्तृण्वानः,स्तृण्वाना",
05.0008,वरणम्,"वरणीयः,वरणीया","वारकः,वारिका","वरितुम्,वरीतुम्","वरितव्यः,वरीतव्यः,वरितव्या,वरीतव्या","वरिता,वरीता,वरित्री,वरीत्री",वृत्वा,प्रवृत्य,"वृतवान्,वृतवती","वृतः,वृता","वृण्वन्,वृण्वती","वृण्वानः,वृण्वाना",
05.0009,धवनम्,"धवनीयः,धवनीया","धावकः,धाविका",धोतुम्,"धोतव्यः,धोतव्या","धोता,धोत्री",धुत्वा,प्रधुत्य,"धुतवान्,धुतवती","धुतः,धुता","धुन्वन्,धुन्वती","धुन्वानः,धुन्वाना",
05.0010,धवनम्,"धवनीयः,धवनीया","धावकः,धाविका","धवितुम्,धोतुम्","धवितव्यः,धोतव्यः,धवितव्या,धोतव्या","धविता,धोता,धवित्री,धोत्री",धूत्वा,प्रधूय,"धूतवान्,धूतवती","धूतः,धूता","धून्वन्,धून्वती","धून्वानः,धून्वाना",
05.0011,दवनम्,"दवनीयः,दवनीया","दावकः,दाविका",दोतुम्,"दोतव्यः,दोतव्या","दोता,दोत्री",दुत्वा,प्रदुत्य,"दुतवान्,दुतवती","दुतः,दुता","दुन्वन्,दुन्वती",,
05.0012,हयनम्,"हयनीयः,हयनीया","हायकः,हायिका",हेतुम्,"हेतव्यः,हेतव्या","हेता,हेत्री",हित्वा,प्रहित्य,"हितवान्,हितवती","हितः,हिता","हिन्वन्,हिन्वती",,
05.0013,परणम्,"परणीयः,परणीया","पारकः,पारिका",पर्तुम्,"पर्तव्यः,पर्तव्या","पर्ता,पर्त्री",पृत्वा,प्रपृत्य,"पृतवान्,पृतवती","पृतः,पृता","पृण्वन्,पृण्वती",,
05.0014,स्परणम्,"स्परणीयः,स्परणीया","स्पारकः,स्पारिका",स्पर्तुम्,"स्पर्तव्यः,स्पर्तव्या","स्पर्ता,स्पर्त्री",स्पृत्वा,प्रस्पृत्य,"स्पृतवान्,स्पृतवती","स्पृतः,स्पृता","स्पृण्वन्,स्पृण्वती",,
05.0015,स्मरणम्,"स्मरणीयः,स्मरणीया","स्मारकः,स्मारिका",स्मर्तुम्,"स्मर्तव्यः,स्मर्तव्या","स्मर्ता,स्मर्त्री",स्मृत्वा,प्रस्मृत्य,"स्मृतवान्,स्मृतवती","स्मृतः,स्मृता","स्मृण्वन्,स्मृण्वती",,
05.0016,आपनम्,"आपनीयः,आपनीया","आपकः,आपिका",आप्तुम्,"आप्तव्यः,आप्तव्या","आप्ता,आप्त्री",आप्त्वा,प्राप्य,"आप्तवान्,आप्तवती","आप्तः,आप्ता","आप्नुवन्,आप्नुवती",,
05.0017,शकनम्,"शकनीयः,शकनीया","शाककः,शाकिका",शक्तुम्,"शक्तव्यः,शक्तव्या","शक्ता,शक्त्री",शक्त्वा,प्रशक्य,"शक्तवान्,शकितवान्,शक्तवती,शकितवती","शक्तः,शकितः,शक्ता,शकिता","शक्नुवन्,शक्नुवती",,
05.0018,राधनम्,"राधनीयः,राधनीया","राधकः,राधिका",राद्धुम्,"राद्धव्यः,राद्धव्या","राद्धा,राद्ध्री",राद्ध्वा,प्रराध्य,"राद्धवान्,राद्धवती","राद्धः,राद्धा","राध्नुवन्,राध्नुवती",,
05.0019,साधनम्,"साधनीयः,साधनीया","साधकः,साधिका",साद्धुम्,"साद्धव्यः,साद्धव्या","साद्धा,साद्ध्री",साद्ध्वा,प्रसाध्य,"साद्धवान्,साद्धवती","साद्धः,साद्धा","साध्नुवन्,साध्नुवती",,
05.0020,अशनम्,"अशनीयः,अशनीया","आशकः,आशिका","अशितुम्,अष्टुम्","अशितव्यः,अष्टव्यः,अशितव्या,अष्टव्या","अशिता,अष्टा,अशित्री,अष्ट्री","अशित्वा,अष्ट्वा",प्राश्य,"अष्टवान्,अष्टवती","अष्टः,अष्टा",,"अश्नुवानः,अश्नुवाना",
05.0021,स्तेघनम्,"स्तेघनीयः,स्तेघनीया","स्तेघकः,स्तेघिका",स्तेघितुम्,"स्तेघितव्यः,स्तेघितव्या","स्तेघिता,स्तेघित्री","स्तेघित्वा,स्तिघित्वा",प्रस्तिघ्य,"स्तिघितवान्,स्तिघितवती","स्तिघितः,स्तिघिता",,"स्तिघ्नुवानः,स्तिघ्नुवाना",
05.0022,तेकनम्,"तेकनीयः,तेकनीया","तेककः,तेकिका",तेकितुम्,"तेकितव्यः,तेकितव्या","तेकिता,तेकित्री","तेकित्वा,तिकित्वा",प्रतिक्य,"तिकितवान्,तिकितवती","तिकितः,तिकिता","तिक्नुवन्,तिक्नुवती",,
